Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
31104,41.0451,0.541864,43.4957
73728,68.6976,0.613022,75.465
144000,101.304,0.592812,110.488
248832,139.974,0.521471,147.78
395136,172.13,0.453919,181.701
839808,205.115,0.448329,221.79
1152000,209.224,0.420301,220.524
1533312,191.136,0.438205,194.421
2530944,215.271,0.432411,227.684
3161088,206.848,0.431259,207.751
3888000,199.795,0.433031,209.161
4718592,197.416,0.411559,203.844
