Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
1331,72.9195,16.0597,73.1369
8000,310.767,15.0352,303.199
35937,903.99,16.1433,1120.09
79507,1582.67,16.1981,1811.0
166375,2429.59,16.3297,2510.42
343000,2960.57,16.244,2952.54
704969,2814.67,15.9752,2794.85
1442897,3249.29,15.5485,3315.53
2985984,2959.36,14.9582,2943.81
4410944,2928.74,14.9566,2908.28
6028568,2985.54,15.2428,2949.74
8869743,3272.42,14.9584,3287.05
12008989,2371.83,14.7248,2451.8
