Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
1331,134.669,4.9594,131.499
4913,267.875,4.836309999999999,263.8605
19683,401.081,4.734,396.222
35937,595.706,4.71322,586.281
68921,829.253,4.70075,826.284
132651,1072.69,4.69783,1076.3
250047,1140.66,4.63633,1139.76
531441,1140.66,4.27094,1139.76
1030301,1140.66,4.26351,1139.76
1442897,1104.19,4.26351,1128.44
2048383,1091.77,4.26945,1094.2
2924207,1062.655,4.270195,1057.0
3869893,1033.54,4.26945,1019.8
