Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
31104,372.233,3.16205,408.902
73728,456.2925,3.089695,499.12149999999997
144000,540.352,3.01734,589.341
248832,739.04,2.75328,780.256
395136,902.329,2.37951,952.505
839808,986.771,2.32824,1003.73
1152000,1065.19,2.26231,1141.5
1533312,1065.19,2.22341,1141.5
2530944,1061.91,2.22007,1072.33
3161088,1024.31,2.22007,1066.55
3888000,1043.1100000000001,2.2170300000000003,1069.44
4718592,1024.31,2.21399,1066.55
