Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
31104,228.557,3.01734,242.203
73728,372.233,3.32161,408.902
144000,540.352,3.16205,589.341
248832,739.04,2.75328,780.256
395136,902.329,2.37951,952.505
839808,1065.19,2.32824,1151.79
1152000,1083.01,2.17561,1141.5
1533312,986.771,2.26231,1003.73
2530944,1106.9,2.22341,1170.72
3161088,1061.91,2.21399,1066.55
3888000,1024.31,2.22007,1072.33
4718592,1010.91,2.10748,1043.83
