Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
2744,10.7206,1.39555,10.1978
12167,41.7565,1.36726,42.2464
54872,98.6861,1.35901,109.461
117649,134.196,1.34747,138.233
238328,171.884,1.35069,178.47
493039,187.268,1.33105,189.492
1000000,205.748,1.33156,205.592
2048383,211.352,1.33143,213.032
4096000,219.661,1.31914,220.206
6028568,223.205,1.3291,223.404
8242408,227.384,1.33076,227.759
12167000,227.937,1.33286,227.413
16194277,233.328,1.31766,232.921
