Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
783,38.2122,9.8788,39.9095
3105,148.572,9.97987,155.076
12339,585.003,9.2631,594.458
24678,1041.98,9.32219,1079.58
49329,1553.62,9.34422,1557.96
98631,2030.39,9.18884,2104.73
197262,2763.42,6.63667,2865.87
394524,3330.12,2.54663,3411.32
789048,3594.9,4.36735,3702.87
1155843,3764.48,4.39209,3824.22
1578096,3357.58,4.5304,3488.83
2311659,3037.75,4.67993,3186.78
3082212,2895.18,4.65266,3025.93
