Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
1331,2.75942,0.0200444,3.75459
8000,11.6555,0.0195325,15.9162
35937,41.7859,0.0192935,54.5811
79507,50.0086,0.0192253,59.8984
166375,56.8739,0.0191493,58.752
343000,63.2963,0.0191105,65.9768
704969,61.1716,0.0190425,63.3001
1442897,63.3082,0.0190052,63.2589
2985984,63.717,0.0189848,63.9446
4410944,63.9287,0.0189935,64.9219
6028568,64.6727,0.0189842,65.1231
8869743,65.0368,0.0189662,65.5175
12008989,64.7476,0.0189674,65.4785
