Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
2744,41.7565,1.36726,42.2464
12167,70.2213,1.363135,75.8537
54872,98.6861,1.35901,109.461
117649,134.196,1.35069,138.233
238328,171.884,1.34747,178.47
493039,187.268,1.33156,189.492
1000000,205.748,1.33143,205.592
2048383,211.352,1.33105,213.032
4096000,219.661,1.33076,220.206
6028568,223.205,1.33076,223.404
8242408,227.384,1.3291,227.413
12167000,227.6605,1.32993,227.586
16194277,227.937,1.33076,227.759
