Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
2744,147.687,4.83581,149.419
12167,243.85750000000002,4.759175000000001,263.2865
54872,340.028,4.68254,377.154
117649,458.256,4.60138,472.04
238328,583.165,4.58258,605.51
493039,632.039,4.49236,639.545
1000000,691.63,4.47608,691.105
2048383,708.195,4.46134,713.825
4096000,734.242,4.43953,736.062
6028568,745.24,4.43953,745.905
8242408,758.572,4.43761,757.981
12167000,759.1495,4.43857,758.902
16194277,759.727,4.43953,759.823
