Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
1331,34.9485,5.06074,34.1672
4913,134.669,4.9594,131.499
19683,401.081,4.71322,396.222
35937,595.706,4.70075,586.281
68921,829.253,4.734,826.284
132651,1072.69,4.69783,1076.3
250047,1140.66,4.63633,1154.49
531441,1163.69,4.14383,1146.18
1030301,1148.36,4.26351,1139.76
1442897,1104.19,4.27094,1128.44
2048383,1091.77,4.19839,1094.2
2924207,1033.54,4.26945,1019.8
3869893,999.747,4.28746,996.77
