Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
783,99.0499,6.59477,103.387
3105,244.46495,6.40363,249.784
12339,389.88,6.227,396.181
24678,694.399,6.21249,719.451
49329,1035.33,6.17346,1038.22
98631,1353.03,6.12336,1402.58
197262,1841.5,4.42259,1909.78
394524,2219.14,2.92682,2273.25
789048,2237.43,2.92682,2324.9
1155843,2237.43,2.92682,2324.9
1578096,2237.43,3.01898,2324.9
2311659,2130.87,3.0597149999999997,2224.26
3082212,2024.31,3.10045,2123.62
