Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
834,57.2725,40.4861,54.7015
3334,132.95875,39.53915,139.19025
13334,208.645,39.3772,223.679
26667,413.794,39.3772,439.815
53334,858.804,39.3772,859.106
106667,1525.85,39.3772,1528.19
213334,2218.04,39.3772,2267.1
426667,2718.87,34.4278,2743.81
853334,2839.87,26.6877,2859.1
1250000,3049.37,26.5235,3046.81
1706667,3193.68,26.4735,3173.91
2500000,3262.3999999999996,26.4467,3251.425
3333334,3331.12,26.4735,3328.94
