Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
2744,39.8433,4.15467,38.6568
10648,156.211,4.26245,151.303
39304,519.929,4.31822,525.18
74088,558.895,4.34974,558.391
140608,711.076,4.31311,706.757
287496,845.661,4.33569,838.699
551368,855.931,4.32856,855.681
1124864,902.675,4.34562,903.073
2197000,923.259,4.35263,905.491
3241792,931.332,4.34181,929.002
4410944,930.082,4.34214,929.419
6434856,921.93,4.31109,922.552
8741816,932.657,4.33198,931.096
