Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
1331,133.227,6.82946,129.982
8000,257.83050000000003,6.824235,301.918
35937,382.434,6.82946,473.854
79507,666.267,6.81901,762.389
166375,1019.13,6.81901,1053.03
343000,1174.76,6.79477,1166.49
704969,1231.28,6.66757,1224.81
1442897,1231.28,6.47818,1224.81
2985984,1231.28,6.33519,1224.81
4410944,1240.84,6.22355,1225.97
6028568,1231.28,6.219,1224.81
8869743,1229.31,6.21646,1217.62
12008989,1240.84,6.21392,1225.97
