Problem size,Base_CUDA-block_128,Base_OpenMP-default,RAJA_CUDA-block_128,RAJA_OpenMP-default
31104,14.839,11.1616,9.963955,11.26415
73728,24.4824,4.34505,16.2503,11.8483
144000,34.8438,12.3039,23.6631,12.6134
248832,44.7501,12.7901,30.8513,12.8344
395136,46.2359,12.7357,36.2988,12.9383
589824,53.1328,12.4373,42.4732,12.6994
1152000,58.4897,11.6686,48.9,11.4114
1533312,61.8418,9.9697,52.2312,10.8201
1990656,65.7951,10.6931,55.1382,10.4857
2530944,66.7134,10.1872,57.7695,10.0863
