Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_DIFFUSION3DPA-Base_OpenMP-default,24678.0,220.167,146.724
Apps_DIFFUSION3DPA-RAJA_OpenMP-default,49329.0,214.746,143.107
Apps_DIFFUSION3DPA-Base_CUDA-block_64,197262.0,2492.01,1660.64
Apps_DIFFUSION3DPA-RAJA_CUDA-block_64,197262.0,2491.41,1660.24
