Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_EDGE3D-Base_Seq-default,512.0,9.38302,0.0229243
Apps_EDGE3D-Base_CUDA-block_256,166375.0,1503.98,3.43745
Apps_EDGE3D-RAJA_CUDA-block_256,166375.0,1500.7,3.42995
