Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Basic_MULTI_REDUCE-Base_Seq-default,99995.0,0.467413,6.96569
Basic_MULTI_REDUCE-Base_CUDA-atomic_direct_256,18749995.0,16.7769,249.995
Basic_MULTI_REDUCE-Base_CUDA-atomic_occgs_256,15624995.0,13.2005,196.703
Basic_MULTI_REDUCE-RAJA_CUDA-atomic_direct_256,18749995.0,16.721,249.162
Basic_MULTI_REDUCE-RAJA_CUDA-atomic_occgs_256,15624995.0,12.9928,193.607
