Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_MASS3DPA-Base_Seq-default,1600.0,14.0527,6.5807
Apps_MASS3DPA-Base_CUDA-block_25,809536.0,3074.41,1432.49
Apps_MASS3DPA-RAJA_CUDA-block_25,809536.0,3060.07,1425.82
