Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Comm_HALO_PACKING_FUSED-Base_Seq-direct,42875.0,0.0,37.5249
Comm_HALO_PACKING_FUSED-Base_CUDA-direct_1024,42875.0,0.0,27.8679
Comm_HALO_PACKING_FUSED-RAJA_CUDA-direct_1024,42875.0,0.0,24.3736
Comm_HALO_PACKING_FUSED-RAJA_CUDA-funcptr_1024,42875.0,0.0,22.4841
Comm_HALO_PACKING_FUSED-RAJA_CUDA-virtfunc_1024,42875.0,0.0,22.6106
