Problem size,Base_HIP-block_25,Base_Seq-default,RAJA_HIP-block_25
1600,17.8445,5.201,17.9589
6336,56.3896,5.26676,55.8969
25344,96.4673,5.19259,96.1439
50624,138.615,5.17515,139.015
101184,188.507,5.19191,187.797
202368,205.471,5.2001,206.508
404736,209.016,5.17149,210.34
809536,206.019,5.13865,206.864
1619008,194.333,5.11364,195.732
2371584,193.572,5.10618,193.082
