Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
702,129.201,13.5986,120.606
2754,206.85000000000002,13.326899999999998,198.5285
10989,284.499,13.0552,276.451
21951,358.542,12.7519,350.353
43902,403.844,12.6488,399.054
87804,418.491,11.8994,413.332
175608,418.491,9.60028,413.332
351216,418.491,4.4893,413.332
702459,398.0925,4.197215,394.82399999999996
1028970,377.694,3.90513,376.316
