Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
702,18.8242,7.24657,18.3296
2754,71.4457,7.73436,66.6931
10989,157.171,7.51252,152.725
21951,198.044,7.04361,193.521
43902,223.049,6.57224,220.403
87804,231.66,6.98584,233.236
175608,236.02,5.30205,236.775
351216,231.122,2.47933,228.273
702459,208.59,2.15669,207.829
1028970,204.078,2.05897,204.833
