Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-kernel_256,RAJA_HIP-launch_256
1344,66.3897,6.18006,58.4839,56.552
4992,87.92335,6.10205,75.5878,83.0555
19392,109.457,6.02404,92.6917,109.559
38784,117.922,6.02263,95.3096,113.795
77568,117.922,6.0085,95.3096,113.795
154944,117.922,5.9552,95.3096,113.795
309696,117.922,5.95087,95.1529,113.795
619392,117.922,5.90676,95.1529,113.795
1238784,117.8175,5.877280000000001,94.35355,114.4385
1814592,118.756,5.8478,95.1529,115.323
