Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
841,13.1301,7.12761,19.1223
3844,61.3475,7.05094,83.5024
15876,254.019,6.94974,265.009
32400,384.755,6.89359,387.348
65025,471.999,6.88855,466.722
131044,368.256,6.90546,379.205
264196,408.618,6.81632,398.196
528529,431.904,6.76234,426.344
1060900,364.821,6.76766,371.24
1555009,348.33,6.70243,344.602
