Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
841,61.3475,7.05094,83.5024
3844,157.68325,7.00034,174.2557
15876,254.019,6.94974,265.009
32400,368.256,6.90546,379.205
65025,384.755,6.89359,387.348
131044,408.618,6.88855,398.196
264196,408.618,6.81632,398.196
528529,368.256,6.76766,379.205
1060900,386.71950000000004,6.765000000000001,384.718
1555009,364.821,6.76234,371.24
