Problem size,Base_HIP-block_25,Base_Seq-default,RAJA_HIP-block_25
1600,56.3896,5.201,55.8969
6336,76.42845,5.196795,76.0204
25344,96.4673,5.19259,96.1439
50624,138.615,5.19259,139.015
101184,188.507,5.19191,187.797
202368,205.471,5.17515,206.508
404736,205.471,5.17149,206.508
809536,205.471,5.13865,206.508
1619008,200.176,5.126145,201.298
2371584,194.333,5.11364,195.732
