Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
27,2.8229,3.51739,4.97069
64,2.8051,3.53797,4.89231
216,3.12671,3.55625,5.42606
512,3.26604,3.5674,5.66495
1000,3.32428,3.57242,5.84976
1728,3.33601,3.56954,6.06665
3375,3.34073,3.55323,6.18593
6859,3.34163,3.5539,6.29694
13824,3.38547,3.55404,6.33743
19683,3.4072,3.55916,6.34898
