Kernel,Variant,Tuning,Problem size,Checksum,Mean time per rep (sec.),Bandwidth (GiB per sec.),Mean gFlops (gigaFLOP per sec.),__source_file__,Backend,Variant_Tuning,Smoothed Mean flops (gigaFLOP per sec.),Smoothed Bandwidth (GiB per sec.)
Apps_CONVECTION3DPA,Base_Seq,default,702, PASSED     ,7.33484e-06,7.24657,13.0552,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1-kernel-run-data.csv,Seq,Base_Seq-default,13.5986,7.51252
Apps_CONVECTION3DPA,Base_HIP,block_64,702, PASSED     ,2.82362e-06,18.8242,33.9132,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1-kernel-run-data.csv,HIP,Base_HIP-block_64,129.201,71.4457
Apps_CONVECTION3DPA,RAJA_HIP,block_64,702, PASSED     ,2.89982e-06,18.3296,33.022,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-block_64,120.606,66.6931
Apps_CONVECTION3DPA,Base_Seq,default,702459, PASSED     ,0.0245371,2.15669,3.90513,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1024-kernel-run-data.csv,Seq,Base_Seq-default,4.197215,2.31801
Apps_CONVECTION3DPA,Base_HIP,block_64,702459, PASSED     ,0.000253699,208.59,377.694,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1024-kernel-run-data.csv,HIP,Base_HIP-block_64,398.0925,219.856
Apps_CONVECTION3DPA,RAJA_HIP,block_64,702459, PASSED     ,0.000254628,207.829,376.316,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-block_64,394.82399999999996,218.051
Apps_CONVECTION3DPA,Base_Seq,default,87804, PASSED     ,0.000946896,6.98584,12.6488,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_128-kernel-run-data.csv,Seq,Base_Seq-default,11.8994,6.57224
Apps_CONVECTION3DPA,Base_HIP,block_64,87804, PASSED     ,2.85542e-05,231.66,419.452,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_128-kernel-run-data.csv,HIP,Base_HIP-block_64,418.491,231.122
Apps_CONVECTION3DPA,RAJA_HIP,block_64,87804, PASSED     ,2.83612e-05,233.236,422.306,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_128-kernel-run-data.csv,HIP,RAJA_HIP-block_64,413.332,228.273
Apps_CONVECTION3DPA,Base_Seq,default,1028970, PASSED     ,0.0376482,2.05897,3.72818,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier2-CPX/CONVECTION3DPA_factor_1500-kernel-run-data.csv,Seq,Base_Seq-default,3.90513,2.15669
