Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1331,3.66593,3.7936
8000,15.4589,16.0295
35937,55.0845,55.1512
79507,59.1031,59.273
166375,58.1399,58.3125
343000,66.1112,65.9096
704969,63.2052,63.7562
1442897,63.3878,64.2828
2985984,64.6565,64.9841
4410944,64.9943,65.3127
6028568,65.4775,66.0366
8869743,66.357,66.9277
12008989,66.1029,66.6085
