Problem size,Base_HIP-block_64,RAJA_HIP-block_64
73728,78.3641,87.6683
589824,103.509,109.611
1990656,104.438,110.6505
4718592,102.347,103.837
9216000,99.1931,105.296
15925248,98.5184,103.83
25288704,99.1482,103.967
53747712,97.3524,102.989
73728000,94.4521,99.5685
98131968,88.2503,89.625
161980416,37.1457,38.5325
202309632,42.803,44.4417
