Problem size,Base_HIP-block_64,RAJA_HIP-block_64
73728,103.509,109.611
589824,103.78999999999999,109.96100000000001
1990656,103.509,109.611
4718592,102.347,105.296
9216000,99.1931,103.967
15925248,99.1482,103.837
25288704,98.5184,103.83
53747712,97.3524,102.989
73728000,94.4521,99.5685
98131968,88.2503,89.625
161980416,65.52664999999999,67.03335
202309632,42.803,44.4417
