Problem size,Base_HIP-block_256,RAJA_HIP-block_256
2744,8.48771,10.2763
12167,40.0903,42.4
54872,106.522,110.27
117649,139.939,142.777
238328,172.759,178.151
493039,187.877,190.999
1000000,204.127,207.494
2048383,210.617,210.438
4096000,219.098,220.291
6028568,222.98,223.529
8242408,227.228,227.766
12167000,227.496,227.343
16194277,233.558,233.746
