Problem size,Base_HIP-block_64,RAJA_HIP-block_64
783,36.9898,39.8545
3105,144.556,153.491
12339,564.006,602.169
24678,1010.3,1052.32
49329,1533.1,1556.62
98631,2061.73,2096.69
197262,2728.98,2813.23
394524,3352.01,3514.89
789048,3680.05,3774.13
1155843,3839.11,3989.32
1578096,3555.51,3699.9
2311659,3120.61,3255.08
3082212,2933.11,3094.72
