Problem size,Base_HIP-block_64,RAJA_HIP-block_64
783,96.3725,102.33
3105,236.12925,251.825
12339,375.886,401.32
24678,673.284,701.288
49329,1021.66,1037.33
98631,1373.92,1397.22
197262,1818.56,1874.7
394524,2233.73,2342.26
789048,2369.33,2465.55
1155843,2369.33,2465.55
1578096,2369.33,2465.55
2311659,2224.425,2317.34
3082212,2079.52,2169.13
