Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1331,15.4589,16.0295
8000,35.271699999999996,35.59035
35937,55.0845,55.1512
79507,58.1399,58.3125
166375,59.1031,59.273
343000,63.2052,63.7562
704969,63.3878,64.2828
1442897,64.6565,64.9841
2985984,64.6565,64.9841
4410944,64.9943,65.3127
6028568,65.4775,66.0366
8869743,65.7902,66.32255
12008989,66.1029,66.6085
