Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1331,134.011,132.255
8000,307.112,303.7815
35937,480.213,475.308
79507,753.949,768.307
166375,1035.13,1044.22
343000,1214.39,1221.92
704969,1294.03,1307.6
1442897,1294.03,1307.6
2985984,1292.7,1295.99
4410944,1309.61,1313.24
6028568,1292.7,1295.99
8869743,1263.8400000000001,1271.49
12008989,1234.98,1246.99
