Problem size,Base_HIP-block_256,RAJA_HIP-block_256
2744,147.523,147.467
12167,265.3185,266.563
54872,383.114,385.659
117649,457.646,479.552
238328,584.072,603.386
493039,637.538,639.446
1000000,694.503,695.197
2048383,705.999,707.354
4096000,732.667,737.498
6028568,742.208,743.644
8242408,756.357,758.886
12167000,757.034,759.1305
16194277,757.711,759.375
