Problem size,Base_HIP-block_64,RAJA_HIP-block_64
2744,38.9462,39.6226
10648,152.089,152.476
39304,511.71,532.09
74088,554.202,564.439
140608,713.671,717.23
287496,855.41,858.945
551368,872.664,873.751
1124864,908.364,905.391
2197000,914.791,921.499
3241792,917.152,908.418
4410944,921.171,917.638
6434856,936.166,928.97
8741816,932.957,933.977
