Problem size,Base_HIP-block_64,RAJA_HIP-block_64
31104,71.4333,77.6727
73728,86.70115,95.04985
144000,101.969,112.427
248832,138.382,148.472
395136,176.598,187.772
839808,196.185,187.772
1152000,208.185,213.481
1533312,208.185,215.838
2530944,204.003,213.481
3161088,200.925,211.787
3888000,202.464,212.63400000000001
4718592,200.925,211.787
