Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1331,263.667,310.981
8000,678.1434999999999,721.0705
35937,1092.62,1131.16
79507,1783.18,1818.28
166375,2477.71,2501.68
343000,2829.2,2833.57
704969,2958.27,2949.85
1442897,2958.27,2949.85
2985984,3018.23,3041.35
4410944,3029.03,3043.74
6028568,3018.23,3041.35
8869743,2971.045,2983.98
12008989,3029.03,3041.35
