Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_NODAL_ACCUMULATION_3D-Base_Seq-default,1000.0,1.39273,5.37512
Apps_NODAL_ACCUMULATION_3D-Base_HIP-block_256,117649.0,35.2651,120.424
Apps_NODAL_ACCUMULATION_3D-RAJA_HIP-block_256,117649.0,35.5144,121.275
