Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_DIFFUSION3DPA-Base_Seq-default,405.0,9.68515,6.47622
Apps_DIFFUSION3DPA-Base_HIP-block_64,24678.0,515.086,343.264
Apps_DIFFUSION3DPA-RAJA_HIP-block_64,24678.0,513.128,341.959
