Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_EDGE3D-Base_Seq-default,512.0,8.35478,0.0204122
Apps_EDGE3D-Base_HIP-block_256,79507.0,4346.65,9.97035
Apps_EDGE3D-RAJA_HIP-block_256,35937.0,4701.17,10.8367
