Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_MASS3DPA_ATOMIC-Base_Seq-default,729.0,10.0932,5.04932
Apps_MASS3DPA_ATOMIC-Base_HIP-block_64,19683.0,389.674,183.315
Apps_MASS3DPA_ATOMIC-RAJA_HIP-block_64,19683.0,391.541,184.193
