Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_FEMSWEEP-Base_Seq-default,31104.0,3.35637,0.602749
Apps_FEMSWEEP-Base_HIP-block_64,589824.0,231.835,44.4605
Apps_FEMSWEEP-RAJA_HIP-block_64,589824.0,223.812,42.9218
