Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_FEMSWEEP-Base_HIP-block_64,395136.0,893.963,170.534
Apps_FEMSWEEP-RAJA_HIP-block_64,395136.0,950.631,181.344
