Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_NODAL_ACCUMULATION_3D-Base_Seq-default,2744.0,1.39555,5.1525
Apps_NODAL_ACCUMULATION_3D-Base_HIP-block_256,1000000.0,205.748,691.63
Apps_NODAL_ACCUMULATION_3D-RAJA_HIP-block_256,1000000.0,205.592,691.105
