Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_MASSVEC3DPA-Base_Seq-default,10752.0,10.98,3.35254
Apps_MASSVEC3DPA-Base_HIP-runtime_block_stride_loop_64,2718720.0,2373.42,723.994
Apps_MASSVEC3DPA-Base_HIP-direct_64,2718720.0,3126.86,953.827
Apps_MASSVEC3DPA-RAJA_HIP-runtime_block_stride_loop_64,1359360.0,1511.95,461.21
Apps_MASSVEC3DPA-RAJA_HIP-direct_64,2718720.0,3109.17,948.432
Apps_MASSVEC3DPA-RAJA_HIP-cached_block_stride_loop_64,2718720.0,2484.4,757.849
