Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_MASS3DEA-Base_Seq-default,389120.0,0.0806808,0.0884992
Apps_MASS3DEA-Base_HIP-compile_time_block_stride_loop_64,18198528.0,193.453,212.19
Apps_MASS3DEA-RAJA_HIP-compile_time_block_stride_loop_64,6213632.0,36.5386,40.0775
Apps_MASS3DEA-RAJA_HIP-cached_block_stride_loop_64,36392960.0,224.417,246.152
