Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_MASS3DPA_ATOMIC-Base_Seq-default,1331.0,10.3068,5.06074
Apps_MASS3DPA_ATOMIC-Base_HIP-block_64,132651.0,2307.89,1072.69
Apps_MASS3DPA_ATOMIC-RAJA_HIP-block_64,132651.0,2315.66,1076.3
