Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_INTSC_HEXRECT-Base_Seq-default,2744.0,4.15467,0.0521051
Apps_INTSC_HEXRECT-Base_HIP-block_64,287496.0,845.661,10.3438
Apps_INTSC_HEXRECT-RAJA_HIP-block_64,287496.0,838.699,10.2587
